## AeroDB
## Cart3D Solutions for the LGBB Geometry
##
## NASA Advanced Supercomputing - Applications Branch
## NASA Ames Research Center
## Mail Stop T27B-1
## Moffett Field, CA  94035-1000
##
## POC: Neal M. Chaderjian (nchaderjian@mail.arc.nasa.gov)
## Stuart E. Rogers (rogers@nas.nasa.gov)
## 
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
## lift = Lift Coefficient
## drag = Drag Coefficient
## pitch = Pitching Moment Coefficient
## side = Side-Force Coefficient
## yaw = Yawing Moment Coefficient
## roll = Rolling Moment Coefficient
##              
mach alpha beta lift  drag  pitch  side  yaw  roll
5.40 21 2.0 0.482600 0.236620 0.006840 -0.012340 -0.004480 -0.000640
5.40 22 2.0 0.514760 0.260080 0.006520 -0.012550 -0.004490 -0.000740
5.40 23 2.0 0.546880 0.285020 0.006310 -0.012710 -0.004640 -0.000900
5.40 24 2.0 0.581190 0.312360 0.005730 -0.012440 -0.004540 -0.001030
5.40 25 2.0 0.614510 0.340760 0.005060 -0.012410 -0.004600 -0.001150
5.40 26 2.0 0.647720 0.370590 0.004410 -0.012110 -0.004650 -0.001260
5.40 27 2.0 0.682260 0.402680 0.003550 -0.011730 -0.004700 -0.001350
5.40 28 2.0 0.716530 0.436510 0.002820 -0.011410 -0.004770 -0.001390
5.40 29 2.0 0.749660 0.471460 0.001510 -0.010860 -0.004880 -0.001460
5.40 30 2.0 0.784390 0.509130 0.000440 -0.010180 -0.005030 -0.001470
5.60 -2 2.0 -0.046050 0.043600 -0.004190 -0.017350 -0.001760 0.000460
5.60 0 2.0 -0.016450 0.042340 -0.002330 -0.016400 -0.001740 0.000420
5.60 1 2.0 -0.000820 0.042130 -0.001660 -0.016240 -0.001720 0.000350
5.60 2 2.0 0.015210 0.042270 -0.000840 -0.016200 -0.001720 0.000270
5.60 5 2.0 0.067780 0.046630 0.001440 -0.015940 -0.001850 0.000030
5.60 8 2.0 0.127780 0.058780 0.003450 -0.015450 -0.002010 -0.000290
5.60 10 2.0 0.171990 0.072180 0.004690 -0.014870 -0.002300 -0.000490
5.60 12 2.0 0.219330 0.090080 0.005740 -0.014140 -0.002660 -0.000620
5.60 15 2.0 0.297600 0.125720 0.006870 -0.013110 -0.003300 -0.000580
5.60 16 2.0 0.325830 0.140360 0.007160 -0.012790 -0.003520 -0.000550
5.60 17 2.0 0.354360 0.156250 0.007440 -0.012790 -0.003780 -0.000560
5.60 18 2.0 0.384020 0.173630 0.007400 -0.012570 -0.003980 -0.000550
5.60 19 2.0 0.414250 0.192410 0.007440 -0.012440 -0.004210 -0.000540
5.60 20 2.0 0.444680 0.212430 0.007340 -0.012270 -0.004310 -0.000620
5.60 21 2.0 0.476290 0.234250 0.007400 -0.012440 -0.004390 -0.000700
5.60 22 2.0 0.507120 0.257150 0.007070 -0.013010 -0.004620 -0.000830
5.60 23 2.0 0.540800 0.282520 0.006680 -0.012780 -0.004470 -0.000940
5.60 24 2.0 0.574220 0.309090 0.006060 -0.012660 -0.004470 -0.001080
5.60 25 2.0 0.608140 0.337440 0.005410 -0.012550 -0.004520 -0.001220
5.60 26 2.0 0.642030 0.367570 0.004660 -0.012660 -0.004610 -0.001290
5.60 27 2.0 0.675870 0.399120 0.003530 -0.012310 -0.004690 -0.001340
5.60 28 2.0 0.710750 0.432940 0.002440 -0.011700 -0.004710 -0.001400
5.60 29 2.0 0.745540 0.468600 0.001210 -0.011120 -0.004760 -0.001470
5.60 30 2.0 0.778820 0.505280 -0.000410 -0.010950 -0.005010 -0.001510
5.86 -5 2.0 -0.093640 0.053850 -0.005830 -0.018860 -0.001470 0.000590
5.86 -2 2.0 -0.045190 0.042780 -0.004180 -0.017080 -0.001650 0.000480
5.86 0 2.0 -0.016020 0.041380 -0.002540 -0.015950 -0.001750 0.000370
5.86 1 2.0 -0.001600 0.041440 -0.001590 -0.016010 -0.001670 0.000360
5.86 5 2.0 0.065060 0.045770 0.001610 -0.015760 -0.001830 0.000030
5.86 8 2.0 0.123520 0.057740 0.003680 -0.015150 -0.002000 -0.000280
5.86 10 2.0 0.166710 0.071080 0.004900 -0.014550 -0.002300 -0.000490
5.86 12 2.0 0.213610 0.088800 0.005890 -0.013930 -0.002710 -0.000580
5.86 15 2.0 0.291510 0.124230 0.007200 -0.012760 -0.003280 -0.000530
5.86 16 2.0 0.319500 0.138750 0.007580 -0.012600 -0.003540 -0.000530
5.86 17 2.0 0.347820 0.154440 0.007680 -0.012530 -0.003770 -0.000520
5.86 18 2.0 0.376880 0.171480 0.007870 -0.012390 -0.003990 -0.000570
5.86 19 2.0 0.406490 0.189840 0.007900 -0.012590 -0.004210 -0.000600
5.86 20 2.0 0.436570 0.209690 0.008070 -0.012590 -0.004300 -0.000690
5.86 21 2.0 0.467630 0.231090 0.007950 -0.012720 -0.004340 -0.000810
5.86 22 2.0 0.500440 0.254310 0.007590 -0.012920 -0.004380 -0.000940
5.86 23 2.0 0.533540 0.279080 0.007030 -0.012920 -0.004340 -0.001070
5.86 24 2.0 0.566950 0.305560 0.006210 -0.013210 -0.004470 -0.001180
5.86 25 2.0 0.601110 0.333860 0.005490 -0.013000 -0.004510 -0.001260
5.86 26 2.0 0.634940 0.363580 0.004390 -0.013020 -0.004550 -0.001370
5.86 27 2.0 0.668970 0.395100 0.003420 -0.012810 -0.004550 -0.001460
5.86 28 2.0 0.704230 0.429120 0.002680 -0.012660 -0.004750 -0.001460
5.86 29 2.0 0.739290 0.464890 0.001860 -0.011870 -0.004750 -0.001480
5.86 30 2.0 0.772240 0.501220 0.000200 -0.011370 -0.004920 -0.001450
1.20 -5 3.0 0.510980 0.216780 0.001230 -0.003070 -0.001200 -0.000200
1.20 -2 3.0 -0.078410 0.085230 -0.007150 -0.038740 0.003490 -0.000690
1.20 0 3.0 0.032330 0.084320 -0.015910 -0.035290 0.002670 -0.001640
1.20 1 3.0 0.577090 0.261610 0.000860 -0.002850 -0.001300 -0.000190
1.20 2 3.0 0.142870 0.088970 -0.023710 -0.031390 0.002050 -0.002550
1.20 5 3.0 0.313520 0.110390 -0.035490 -0.025270 0.001210 -0.003740
1.20 8 3.0 0.645010 0.313130 0.000200 -0.002530 -0.001410 -0.000250
1.20 10 3.0 0.606990 0.186420 -0.055180 -0.010060 -0.000990 -0.004580
1.20 12 3.0 0.712100 0.370520 -0.000510 -0.001970 -0.001520 -0.000310
1.20 15 3.0 0.889840 0.311360 -0.072170 0.011530 -0.005220 -0.003960
1.20 16 3.0 0.745080 0.401460 -0.000820 -0.001840 -0.001530 -0.000360
1.20 17 3.0 0.992630 0.372970 -0.076610 0.020660 -0.006520 -0.003840
1.20 18 3.0 0.778450 0.434130 -0.001200 -0.001680 -0.001590 -0.000420
1.20 19 3.0 1.089630 0.441410 -0.080260 0.029190 -0.007650 -0.003950
1.20 20 3.0 1.135050 0.478310 -0.081390 0.033550 -0.007930 -0.004110
1.20 21 3.0 0.847560 0.505780 -0.003180 -0.001710 -0.001350 -0.000560
1.20 22 3.0 1.219290 0.556160 -0.082120 0.042080 -0.008780 -0.004350
1.20 23 3.0 0.915230 0.583830 -0.006190 -0.002160 -0.001370 -0.000640
1.20 24 3.0 1.296200 0.639380 -0.081460 0.051270 -0.009650 -0.004970
1.20 25 3.0 -0.127280 0.066340 -0.004790 -0.005360 -0.000490 0.000120
1.20 26 3.0 1.366160 0.727450 -0.078620 0.062790 -0.010360 -0.005280
1.20 27 3.0 1.398340 0.773280 -0.076190 0.069440 -0.010920 -0.005290
1.20 28 3.0 -0.058230 0.055430 -0.003980 -0.004880 -0.000480 0.000060
1.20 29 3.0 1.458760 0.868640 -0.071680 0.083560 -0.011640 -0.005410
1.20 30 3.0 1.490670 0.920370 -0.069420 0.085290 -0.012340 -0.005260
1.40 -5 3.0 -0.012390 0.052720 -0.003640 -0.004620 -0.000500 0.000030
1.40 -2 3.0 -0.070700 0.082510 -0.008170 -0.037620 0.002150 -0.000310
1.40 0 3.0 0.023510 0.081500 -0.014190 -0.033820 0.001290 -0.001020
1.40 1 3.0 0.035460 0.052920 -0.003370 -0.004500 -0.000520 0.000010
1.40 2 3.0 0.119790 0.084900 -0.019980 -0.030130 0.000620 -0.001810
1.40 5 3.0 0.270130 0.103020 -0.029250 -0.024250 -0.000250 -0.002750
1.40 8 3.0 0.110970 0.059620 -0.002790 -0.004180 -0.000570 0.000000
1.40 10 3.0 0.525460 0.167260 -0.044040 -0.011160 -0.002550 -0.003460
1.40 12 3.0 0.627490 0.205410 -0.049460 -0.003740 -0.003940 -0.003340
1.40 15 3.0 0.191490 0.075460 -0.001760 -0.004210 -0.000640 -0.000010
1.40 16 3.0 0.827450 0.302540 -0.058650 0.011270 -0.007000 -0.002810
1.40 17 3.0 0.877080 0.332030 -0.060510 0.014600 -0.007650 -0.002730
1.40 18 3.0 0.247540 0.091610 -0.000750 -0.004010 -0.000720 -0.000060
1.40 19 3.0 0.973790 0.396510 -0.063400 0.021720 -0.008500 -0.002930
1.40 20 3.0 0.306370 0.113000 0.000170 -0.003840 -0.000830 -0.000090
1.40 21 3.0 1.066970 0.468670 -0.064820 0.029980 -0.009220 -0.003320
1.40 22 3.0 1.111920 0.507110 -0.065060 0.034400 -0.009680 -0.003530
1.40 23 3.0 0.399060 0.155330 0.001220 -0.003100 -0.000960 -0.000150
1.40 24 3.0 1.197790 0.588450 -0.064040 0.042890 -0.010250 -0.003780
1.40 25 3.0 0.463230 0.190860 0.001530 -0.003230 -0.001160 -0.000160
1.40 26 3.0 1.281550 0.678970 -0.063430 0.049450 -0.010430 -0.003750
1.40 27 3.0 0.495100 0.210600 0.001550 -0.003190 -0.001170 -0.000180
1.40 28 3.0 1.362670 0.779230 -0.062510 0.053150 -0.011210 -0.003190
1.40 29 3.0 0.559720 0.254560 0.001610 -0.002930 -0.001370 -0.000210
1.40 30 3.0 1.434290 0.884290 -0.060650 0.048930 -0.011920 -0.002480
1.80 -5 3.0 -0.181940 0.088810 -0.002190 -0.042190 0.001310 0.000180
1.80 -2 3.0 -0.068390 0.076020 -0.006830 -0.036770 0.000360 -0.000260
1.80 0 3.0 0.005640 0.074130 -0.009580 -0.033840 -0.000220 -0.000760
1.80 1 3.0 0.043800 0.074750 -0.011010 -0.032410 -0.000470 -0.001010
1.80 2 3.0 0.083050 0.076590 -0.012560 -0.030920 -0.000670 -0.001240
1.80 5 3.0 0.204030 0.090260 -0.017370 -0.026140 -0.001390 -0.001940
1.80 8 3.0 0.328300 0.116820 -0.021920 -0.020700 -0.002450 -0.002480
1.80 10 3.0 0.412480 0.141720 -0.024610 -0.016700 -0.003520 -0.002620
1.80 12 3.0 0.497030 0.172400 -0.026760 -0.011950 -0.004590 -0.002540
1.80 15 3.0 0.624070 0.230130 -0.028650 -0.004800 -0.006450 -0.002520
1.80 16 3.0 0.666990 0.252600 -0.029040 -0.002700 -0.006910 -0.002530
1.80 17 3.0 0.708810 0.277050 -0.029510 -0.000570 -0.007350 -0.002550
1.80 18 3.0 0.751300 0.303540 -0.029680 0.001810 -0.007590 -0.002580
1.80 19 3.0 0.793070 0.331670 -0.029870 0.003530 -0.007860 -0.002640
1.80 20 3.0 0.835270 0.361860 -0.029860 0.005530 -0.008100 -0.002650
1.80 21 3.0 0.876440 0.393770 -0.029560 0.007070 -0.008390 -0.002670
1.80 22 3.0 0.917170 0.427420 -0.029470 0.008360 -0.008720 -0.002710
1.80 23 3.0 0.955850 0.462030 -0.029370 0.009850 -0.009090 -0.002720
1.80 24 3.0 0.995480 0.498980 -0.028860 0.012260 -0.009520 -0.002700
1.80 25 3.0 1.033880 0.537280 -0.028460 0.014340 -0.009840 -0.002640
1.80 26 3.0 1.072080 0.577550 -0.027900 0.016720 -0.010090 -0.002580
1.80 27 3.0 1.108930 0.619390 -0.027850 0.017780 -0.010380 -0.002520
1.80 28 3.0 1.146030 0.663670 -0.027970 0.018050 -0.010560 -0.002490
1.80 29 3.0 1.181440 0.709150 -0.028050 0.017910 -0.010630 -0.002450
1.80 30 3.0 1.215840 0.755840 -0.028270 0.018070 -0.010660 -0.002510
2.00 -5 3.0 -0.171590 0.085640 -0.002670 -0.039680 -0.000010 0.000460
2.00 -2 3.0 -0.067530 0.073460 -0.006290 -0.035170 -0.000670 -0.000040
2.00 0 3.0 0.000490 0.071080 -0.008120 -0.032800 -0.000990 -0.000540
2.00 1 3.0 0.035540 0.071510 -0.009200 -0.031700 -0.001170 -0.000770
2.00 2 3.0 0.071630 0.072780 -0.010250 -0.030450 -0.001280 -0.000990
2.00 5 3.0 0.183490 0.084760 -0.013730 -0.026700 -0.001920 -0.001630
2.00 8 3.0 0.298800 0.108770 -0.016950 -0.022780 -0.002690 -0.002070
2.00 10 3.0 0.377140 0.131500 -0.018690 -0.020170 -0.003490 -0.002160
2.00 12 3.0 0.456570 0.160340 -0.020030 -0.016650 -0.004340 -0.002200
2.00 15 3.0 0.576420 0.215730 -0.021010 -0.010830 -0.005790 -0.002130
2.00 16 3.0 0.616740 0.237540 -0.020850 -0.008790 -0.006110 -0.002140
2.00 17 3.0 0.655830 0.260630 -0.020960 -0.007350 -0.006500 -0.002140
2.00 18 3.0 0.696030 0.285500 -0.020880 -0.005780 -0.006730 -0.002190
2.00 19 3.0 0.735740 0.311210 -0.020680 -0.004710 -0.007120 -0.002220
2.00 20 3.0 0.775170 0.339380 -0.020370 -0.003240 -0.007560 -0.002230
2.00 21 3.0 0.814550 0.369500 -0.020140 -0.001240 -0.007970 -0.002260
2.00 22 3.0 0.853730 0.401380 -0.019710 0.001190 -0.008230 -0.002330
2.00 23 3.0 0.891710 0.434560 -0.019580 0.003660 -0.008630 -0.002320
2.00 24 3.0 0.929780 0.469650 -0.019150 0.005680 -0.009060 -0.002330
2.00 25 3.0 0.965700 0.505840 -0.019090 0.006220 -0.009740 -0.002310
2.00 26 3.0 1.001660 0.543800 -0.018880 0.007310 -0.009900 -0.002340
2.00 27 3.0 1.036940 0.583420 -0.018730 0.007930 -0.010180 -0.002420
2.00 28 3.0 1.071550 0.624650 -0.018710 0.008320 -0.010340 -0.002520
2.00 29 3.0 1.105290 0.667400 -0.018560 0.009360 -0.010190 -0.002680
2.00 30 3.0 1.137590 0.711270 -0.019110 0.009380 -0.010340 -0.002940
2.20 -5 3.0 -0.163530 0.083160 -0.003270 -0.038220 -0.000920 0.000590
2.20 -2 3.0 -0.066800 0.071150 -0.005580 -0.033610 -0.001430 0.000120
2.20 0 3.0 -0.003560 0.068510 -0.006920 -0.031540 -0.001700 -0.000320
2.20 1 3.0 0.029290 0.068420 -0.007670 -0.030440 -0.001780 -0.000550
2.20 2 3.0 0.062940 0.069700 -0.008490 -0.029570 -0.001960 -0.000720
2.20 5 3.0 0.167620 0.080280 -0.010950 -0.026590 -0.002520 -0.001250
2.20 8 3.0 0.275550 0.102130 -0.013190 -0.023770 -0.003010 -0.001640
2.20 10 3.0 0.350030 0.123280 -0.014130 -0.022190 -0.003530 -0.001740
2.20 12 3.0 0.424820 0.150380 -0.014710 -0.019940 -0.004160 -0.001850
2.20 15 3.0 0.537200 0.202430 -0.014650 -0.015140 -0.005170 -0.001820
2.20 16 3.0 0.574860 0.223000 -0.014450 -0.014350 -0.005570 -0.001860
2.20 17 3.0 0.612770 0.245190 -0.014300 -0.012900 -0.005740 -0.001870
2.20 18 3.0 0.650760 0.269060 -0.014030 -0.011400 -0.006140 -0.001890
2.20 19 3.0 0.688990 0.294600 -0.013890 -0.009960 -0.006500 -0.001950
2.20 20 3.0 0.726570 0.321300 -0.013560 -0.007740 -0.006960 -0.002000
2.20 21 3.0 0.764070 0.349690 -0.013500 -0.006050 -0.007630 -0.002040
2.20 22 3.0 0.801170 0.379310 -0.013330 -0.003900 -0.008100 -0.002070
2.20 23 3.0 0.837900 0.411070 -0.013170 -0.002590 -0.008770 -0.002110
2.20 24 3.0 0.873860 0.444350 -0.013100 -0.000880 -0.009070 -0.002120
2.20 25 3.0 0.909600 0.479280 -0.013060 0.000520 -0.009430 -0.002180
2.20 26 3.0 0.944310 0.515580 -0.013010 0.001860 -0.009660 -0.002240
2.20 27 3.0 0.979010 0.553780 -0.012770 0.002910 -0.009720 -0.002420
2.20 28 3.0 1.012160 0.592990 -0.013110 0.003180 -0.009970 -0.002630
2.20 29 3.0 1.045510 0.634300 -0.013340 0.003640 -0.009870 -0.002930
2.20 30 3.0 1.079400 0.677780 -0.013930 0.004890 -0.009680 -0.003070
0.20 -5 4.0 -0.092000 0.002570 -0.029050 -0.048760 0.004830 0.000720
0.20 -5 4.0 -0.091770 0.002490 -0.029150 -0.048410 0.005050 0.000770
0.20 -2 4.0 0.064680 0.052510 -0.035590 -0.042150 0.004600 -0.000700
0.20 -2 4.0 0.065080 0.052280 -0.035380 -0.041880 0.004630 -0.000690
0.20 0 4.0 0.157880 0.054490 -0.036890 -0.039180 0.004370 -0.001670
0.20 2 4.0 0.243050 0.059260 -0.037760 -0.036370 0.003880 -0.002660
0.20 5 4.0 0.375900 0.070370 -0.039070 -0.030560 0.004110 -0.004220
0.20 8 4.0 0.515560 0.097160 -0.041130 -0.023910 0.003460 -0.005700
0.20 10 4.0 0.605880 0.121390 -0.043240 -0.018310 0.002560 -0.006780
0.20 12 4.0 0.698970 0.153980 -0.043480 -0.010420 0.001880 -0.007720
0.20 15 4.0 0.834300 0.207510 -0.043780 0.003070 0.000200 -0.008880
0.20 17 4.0 0.921790 0.250050 -0.044170 0.012060 -0.001080 -0.009790
0.20 18 4.0 0.963930 0.273280 -0.044640 0.017980 -0.001680 -0.010110
0.20 20 4.0 1.041870 0.321990 -0.045700 0.028790 -0.002570 -0.010740
0.20 22 4.0 1.122850 0.379910 -0.044400 0.040470 -0.003670 -0.011110
0.20 24 4.0 1.214160 0.405250 -0.046410 0.048440 -0.004440 -0.011580
0.20 25 4.0 1.239560 0.444580 -0.047880 0.055000 -0.004780 -0.011660
0.20 26 4.0 1.275220 0.474390 -0.047930 0.060190 -0.005110 -0.011680
0.20 28 4.0 1.329320 0.559110 -0.048460 0.069580 -0.005130 -0.010550
0.20 30 4.0 1.361680 0.648660 -0.047430 0.078790 -0.004930 -0.009200
0.30 -5 4.0 -0.098000 0.009130 -0.028170 -0.050520 0.004800 0.000650
0.30 -2 4.0 0.048620 0.038480 -0.031770 -0.046180 0.004340 -0.000580
0.30 0 4.0 0.141270 0.040240 -0.033140 -0.044300 0.004070 -0.001630
0.30 2 4.0 0.233910 0.046090 -0.034890 -0.041090 0.003780 -0.002650
0.30 5 4.0 0.374170 0.062780 -0.038030 -0.035990 0.003790 -0.004390
0.30 8 4.0 0.518580 0.088990 -0.040570 -0.029660 0.003170 -0.006100
0.30 10 4.0 0.614950 0.111700 -0.041880 -0.023610 0.002240 -0.007200
0.30 12 4.0 0.710850 0.141520 -0.043230 -0.015190 0.001360 -0.008340
0.30 15 4.0 0.854970 0.195650 -0.043880 -0.000080 -0.000650 -0.009650
0.30 17 4.0 0.943760 0.237280 -0.044860 0.012420 -0.001310 -0.010470
0.30 18 4.0 0.988840 0.261640 -0.045440 0.018400 -0.001760 -0.010920
0.30 20 4.0 1.075370 0.313550 -0.047190 0.029590 -0.003630 -0.011610
0.30 22 4.0 1.153590 0.371370 -0.050900 0.042040 -0.004360 -0.012390
0.30 24 4.0 1.228770 0.438990 -0.054180 0.052460 -0.005240 -0.012310
0.30 25 4.0 1.260530 0.474900 -0.055370 0.057840 -0.005370 -0.011890
0.30 26 4.0 1.288880 0.512360 -0.056090 0.062240 -0.005350 -0.011260
0.30 28 4.0 1.334820 0.589090 -0.055200 0.069770 -0.004810 -0.009350
0.30 30 4.0 1.371810 0.667680 -0.053170 0.076270 -0.003920 -0.007850
0.40 -5 4.0 -0.101890 0.015960 -0.028120 -0.052490 0.004790 0.000690
0.40 -2 4.0 0.047340 0.033440 -0.032160 -0.049240 0.004270 -0.000590
0.40 0 4.0 0.136150 0.033450 -0.032540 -0.047680 0.004450 -0.001660
0.40 2 4.0 0.230550 0.038740 -0.034440 -0.045590 0.004390 -0.002870
0.40 5 4.0 0.375580 0.054810 -0.037020 -0.040280 0.004180 -0.004650
0.40 8 4.0 0.525280 0.082870 -0.039980 -0.032520 0.003400 -0.006400
0.40 10 4.0 0.624360 0.107930 -0.041850 -0.026170 0.002540 -0.007560
0.40 12 4.0 0.723360 0.137130 -0.043170 -0.017710 0.001500 -0.008820
0.40 15 4.0 0.871450 0.191710 -0.045080 -0.001460 -0.000670 -0.010300
0.40 17 4.0 0.967800 0.235290 -0.047180 0.011120 -0.001890 -0.011180
0.40 18 4.0 1.012320 0.258890 -0.049020 0.016950 -0.002580 -0.011560
0.40 20 4.0 1.099180 0.312310 -0.053810 0.028770 -0.003760 -0.012350
0.40 22 4.0 1.181650 0.377010 -0.060310 0.039470 -0.004190 -0.012700
0.40 24 4.0 1.249190 0.448420 -0.063540 0.048700 -0.003480 -0.011380
0.40 25 4.0 1.277170 0.485470 -0.062680 0.053250 -0.003400 -0.010340
0.40 26 4.0 1.294400 0.521590 -0.062270 0.057250 -0.002840 -0.008960
0.40 28 4.0 1.332120 0.602740 -0.060840 0.064440 -0.001460 -0.005990
0.40 30 4.0 1.352210 0.678650 -0.057330 0.067280 -0.000110 -0.002950
0.60 -5 4.0 -0.109570 0.019750 -0.028390 -0.058140 0.005410 0.000710
0.60 -2 4.0 0.040060 0.025970 -0.031420 -0.055780 0.005200 -0.000750
0.60 0 4.0 0.135360 0.028020 -0.033100 -0.053910 0.005080 -0.001910
0.60 2 4.0 0.234270 0.033160 -0.035100 -0.051450 0.004990 -0.003050
0.60 5 4.0 0.387540 0.050900 -0.038650 -0.045870 0.004700 -0.004980
0.60 8 4.0 0.546670 0.080230 -0.042150 -0.037720 0.004040 -0.007050
0.60 10 4.0 0.654710 0.106270 -0.044730 -0.030250 0.003140 -0.008460
0.60 12 4.0 0.764500 0.138520 -0.047890 -0.020560 0.002010 -0.009750
0.60 15 4.0 0.923780 0.202040 -0.055420 -0.003380 0.000190 -0.010750
0.60 17 4.0 1.022600 0.258850 -0.062900 0.007000 -0.000420 -0.010920
0.60 18 4.0 1.061480 0.291210 -0.067370 0.011180 -0.000300 -0.010310
0.60 20 4.0 1.124810 0.354340 -0.068800 0.020380 0.000240 -0.008120
0.60 22 4.0 1.168290 0.422120 -0.066220 0.028700 0.000530 -0.005740
0.60 24 4.0 1.177800 0.486900 -0.060770 0.030450 0.001370 -0.001790
0.60 25 4.0 1.211290 0.524570 -0.060890 0.036710 0.000770 -0.002220
0.60 26 4.0 1.218830 0.558090 -0.058580 0.040500 0.000420 -0.000380
0.60 28 4.0 1.230100 0.626520 -0.052480 0.055630 -0.000900 0.002190
0.60 30 4.0 1.233390 0.690950 -0.042880 0.068370 -0.001250 0.002670
0.80 -5 4.0 -0.122340 0.033550 -0.030310 -0.071040 0.008910 0.000990
0.80 -2 4.0 0.036630 0.015930 -0.033810 -0.070550 0.008910 -0.000790
0.80 0 4.0 0.140660 0.017520 -0.035960 -0.068620 0.008650 -0.002050
0.80 2 4.0 0.248650 0.024470 -0.038620 -0.065860 0.008570 -0.003380
0.80 5 4.0 0.419390 0.047350 -0.043710 -0.059970 0.008370 -0.005450
0.80 8 4.0 0.605050 0.086300 -0.050240 -0.052420 0.008190 -0.007530
0.80 12 4.0 0.847210 0.176580 -0.066390 -0.036180 0.006640 -0.009130
0.80 15 4.0 0.980290 0.253610 -0.075970 -0.017430 0.003790 -0.009200
0.80 17 4.0 1.032190 0.305070 -0.075100 -0.008310 0.003100 -0.008440
0.80 18 4.0 1.059370 0.333800 -0.073690 0.001380 0.001390 -0.008130
0.80 20 4.0 1.071340 0.385710 -0.065050 0.009000 0.002230 -0.006690
0.80 22 4.0 1.075020 0.439900 -0.053720 0.008420 0.003870 -0.003410
0.80 24 4.0 1.097350 0.504240 -0.050040 0.023360 0.003660 -0.003260
0.80 25 4.0 1.110410 0.536360 -0.047630 0.029950 0.003520 -0.003310
0.80 26 4.0 1.121980 0.567350 -0.043600 0.034240 0.004690 -0.002750
0.80 28 4.0 1.139280 0.629210 -0.031960 0.042390 0.004850 -0.001330
0.80 30 4.0 1.169810 0.697590 -0.021630 0.058740 0.003510 -0.001110
0.85 -5 4.0 -0.129210 0.037410 -0.032030 -0.078090 0.011110 0.001590
0.85 -2 4.0 0.037310 0.020360 -0.035790 -0.077100 0.010910 -0.000110
0.85 0 4.0 0.145130 0.022470 -0.037990 -0.075220 0.010870 -0.001450
0.85 2 4.0 0.258060 0.031440 -0.041040 -0.072390 0.010950 -0.002810
0.85 5 4.0 0.440600 0.058180 -0.048290 -0.066790 0.010920 -0.005040
0.85 8 4.0 0.642140 0.106270 -0.058570 -0.056260 0.010290 -0.007090
0.85 10 4.0 0.776760 0.148460 -0.064940 -0.044390 0.008990 -0.007940
0.85 12 4.0 0.891740 0.201740 -0.071370 -0.033460 0.007450 -0.008860
0.85 15 4.0 1.008820 0.276090 -0.076500 -0.028540 0.005940 -0.009100
0.85 17 4.0 1.041900 0.321020 -0.072580 -0.017220 0.004440 -0.008920
0.85 18 4.0 1.047820 0.342110 -0.069130 -0.002940 0.001420 -0.008790
0.85 20 4.0 1.070620 0.393390 -0.064240 0.024480 -0.002720 -0.008080
0.85 22 4.0 1.091530 0.452410 -0.057330 0.017680 0.002120 -0.004590
0.85 24 4.0 1.112830 0.516700 -0.052320 0.017680 0.005120 -0.003220
0.85 25 4.0 1.125540 0.552210 -0.048690 0.022780 0.005710 -0.002880
0.85 26 4.0 1.136280 0.586180 -0.044960 0.026140 0.006680 -0.002410
0.85 28 4.0 1.160570 0.651530 -0.034740 0.036030 0.007210 -0.001930
0.85 30 4.0 1.194730 0.720740 -0.023600 0.052310 0.008060 -0.001150
0.90 -5 4.0 -0.160040 0.049120 -0.028140 -0.068160 0.008570 0.001620
0.90 -2 4.0 0.018790 0.032710 -0.033960 -0.063160 0.007290 -0.000600
0.90 0 4.0 0.133870 0.040540 -0.037280 -0.057730 0.006320 -0.002330
0.90 2 4.0 0.255000 0.049860 -0.042180 -0.052470 0.005560 -0.004030
0.90 5 4.0 0.450450 0.077140 -0.053100 -0.043380 0.004710 -0.006570
0.90 8 4.0 0.651150 0.130460 -0.063320 -0.029320 0.003110 -0.008070
0.90 10 4.0 0.777820 0.173190 -0.067910 -0.017720 0.001650 -0.009000
0.90 12 4.0 0.895410 0.222550 -0.071920 -0.006410 0.000400 -0.009540
0.90 15 4.0 1.040620 0.302700 -0.074240 0.008550 -0.001450 -0.009840
0.90 17 4.0 1.096030 0.355650 -0.072380 0.006250 -0.000750 -0.008960
0.90 18 4.0 1.122060 0.383820 -0.072360 0.002200 -0.000110 -0.008310
0.90 20 4.0 1.121510 0.430430 -0.063320 -0.012210 0.004700 -0.008310
0.90 22 4.0 1.148800 0.489430 -0.060500 0.024130 -0.000930 -0.008090
0.90 24 4.0 1.163060 0.550740 -0.059410 0.038440 -0.000140 -0.004100
0.90 25 4.0 1.177260 0.582000 -0.057020 0.035480 0.003270 -0.002920
0.90 26 4.0 1.191970 0.615770 -0.053970 0.030710 0.006470 -0.002340
0.90 28 4.0 1.211360 0.687690 -0.044220 0.020860 0.013360 0.000340
0.90 30 4.0 1.256300 0.767230 -0.035960 0.033770 0.015280 -0.001790
0.95 -5 4.0 -0.272960 0.082720 0.002610 -0.066030 0.008570 0.000750
0.95 -2 4.0 -0.055730 0.059620 -0.017280 -0.060330 0.006880 -0.001070
0.95 0 4.0 0.076930 0.055130 -0.027140 -0.055880 0.005930 -0.002370
0.95 2 4.0 0.212080 0.063100 -0.037240 -0.050770 0.005100 -0.003890
0.95 5 4.0 0.420520 0.094400 -0.054000 -0.040300 0.003900 -0.005790
0.95 8 4.0 0.630960 0.146580 -0.069440 -0.025450 0.001690 -0.007120
