## rows of lgbb_as_planned.txt which were not included
## in lgbb_as.txt (helpful for predicting at the remaining
## grid locations)
##
## Applied Math & Statistics Department
## University of California, Santa Cruz
## 1156 High St.
## Santa Cruz, CA 95064
##
## POC: Robert B. Gramacy (rbgramacy@ams.ucsc.edu))
## Herbert K.H. Lee (herbie@ams.ucsc.edu)
## 
## index = row number from lgbb_planned.txt
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
##
index mach alpha beta
30270 4.35 1 3.5
30271 4.4 1 3.5
30272 4.45 1 3.5
30273 4.5 1 3.5
30274 4.55 1 3.5
30275 4.6 1 3.5
30276 4.65 1 3.5
30277 4.7 1 3.5
30278 4.75 1 3.5
30279 4.8 1 3.5
30280 4.85 1 3.5
30281 4.9 1 3.5
30282 4.95 1 3.5
30283 5 1 3.5
30284 5.05 1 3.5
30285 5.1 1 3.5
30286 5.15 1 3.5
30287 5.2 1 3.5
30288 5.25 1 3.5
30289 5.3 1 3.5
30290 5.35 1 3.5
30291 5.4 1 3.5
30292 5.45 1 3.5
30293 5.5 1 3.5
30294 5.55 1 3.5
30295 5.6 1 3.5
30296 5.65 1 3.5
30297 5.7 1 3.5
30298 5.75 1 3.5
30299 5.8 1 3.5
30300 5.85 1 3.5
30301 5.9 1 3.5
30302 5.95 1 3.5
30303 6 1 3.5
30304 0.2 2 3.5
30305 0.25 2 3.5
30306 0.3 2 3.5
30307 0.35 2 3.5
30308 0.4 2 3.5
30309 0.45 2 3.5
30310 0.5 2 3.5
30311 0.55 2 3.5
30312 0.6 2 3.5
30313 0.65 2 3.5
30314 0.7 2 3.5
30316 0.8 2 3.5
30317 0.85 2 3.5
30318 0.9 2 3.5
30320 1 2 3.5
30321 1.05 2 3.5
30322 1.1 2 3.5
30323 1.15 2 3.5
30324 1.2 2 3.5
30325 1.25 2 3.5
30326 1.3 2 3.5
30327 1.35 2 3.5
30328 1.4 2 3.5
30329 1.45 2 3.5
30330 1.5 2 3.5
30331 1.55 2 3.5
30332 1.6 2 3.5
30333 1.65 2 3.5
30334 1.7 2 3.5
30335 1.75 2 3.5
30336 1.8 2 3.5
30337 1.85 2 3.5
30338 1.9 2 3.5
30340 2 2 3.5
30341 2.05 2 3.5
30342 2.1 2 3.5
30343 2.15 2 3.5
30344 2.2 2 3.5
30345 2.25 2 3.5
30346 2.3 2 3.5
30347 2.35 2 3.5
30348 2.4 2 3.5
30349 2.45 2 3.5
30350 2.5 2 3.5
30351 2.55 2 3.5
30352 2.6 2 3.5
30353 2.65 2 3.5
30354 2.7 2 3.5
30355 2.75 2 3.5
30356 2.8 2 3.5
30357 2.85 2 3.5
30358 2.9 2 3.5
30359 2.95 2 3.5
30360 3 2 3.5
30361 3.05 2 3.5
30362 3.1 2 3.5
30363 3.15 2 3.5
30364 3.2 2 3.5
30365 3.25 2 3.5
30366 3.3 2 3.5
30367 3.35 2 3.5
30368 3.4 2 3.5
30369 3.45 2 3.5
30370 3.5 2 3.5
30371 3.55 2 3.5
30372 3.6 2 3.5
30373 3.65 2 3.5
30374 3.7 2 3.5
30375 3.75 2 3.5
30376 3.8 2 3.5
30377 3.85 2 3.5
30378 3.9 2 3.5
30379 3.95 2 3.5
30380 4 2 3.5
30381 4.05 2 3.5
30382 4.1 2 3.5
30383 4.15 2 3.5
30384 4.2 2 3.5
30385 4.25 2 3.5
30386 4.3 2 3.5
30387 4.35 2 3.5
30388 4.4 2 3.5
30389 4.45 2 3.5
30390 4.5 2 3.5
30391 4.55 2 3.5
30392 4.6 2 3.5
30393 4.65 2 3.5
30394 4.7 2 3.5
30395 4.75 2 3.5
30396 4.8 2 3.5
30397 4.85 2 3.5
30398 4.9 2 3.5
30399 4.95 2 3.5
30400 5 2 3.5
30401 5.05 2 3.5
30402 5.1 2 3.5
30403 5.15 2 3.5
30404 5.2 2 3.5
30405 5.25 2 3.5
30406 5.3 2 3.5
30407 5.35 2 3.5
30408 5.4 2 3.5
30409 5.45 2 3.5
30410 5.5 2 3.5
30411 5.55 2 3.5
30412 5.6 2 3.5
30413 5.65 2 3.5
30414 5.7 2 3.5
30415 5.75 2 3.5
30416 5.8 2 3.5
30417 5.85 2 3.5
30418 5.9 2 3.5
30419 5.95 2 3.5
30420 6 2 3.5
30421 0.2 3 3.5
30422 0.25 3 3.5
30423 0.3 3 3.5
30424 0.35 3 3.5
30425 0.4 3 3.5
30426 0.45 3 3.5
30427 0.5 3 3.5
30428 0.55 3 3.5
30429 0.6 3 3.5
30430 0.65 3 3.5
30431 0.7 3 3.5
30432 0.75 3 3.5
30433 0.8 3 3.5
30434 0.85 3 3.5
30435 0.9 3 3.5
30436 0.95 3 3.5
30438 1.05 3 3.5
30439 1.1 3 3.5
30440 1.15 3 3.5
30441 1.2 3 3.5
30442 1.25 3 3.5
30443 1.3 3 3.5
30444 1.35 3 3.5
30445 1.4 3 3.5
30446 1.45 3 3.5
30447 1.5 3 3.5
30448 1.55 3 3.5
30449 1.6 3 3.5
30450 1.65 3 3.5
30451 1.7 3 3.5
30452 1.75 3 3.5
30453 1.8 3 3.5
30454 1.85 3 3.5
30455 1.9 3 3.5
30456 1.95 3 3.5
30457 2 3 3.5
30458 2.05 3 3.5
30459 2.1 3 3.5
30460 2.15 3 3.5
30461 2.2 3 3.5
30462 2.25 3 3.5
30463 2.3 3 3.5
30464 2.35 3 3.5
30465 2.4 3 3.5
30466 2.45 3 3.5
30467 2.5 3 3.5
30468 2.55 3 3.5
30469 2.6 3 3.5
30470 2.65 3 3.5
30471 2.7 3 3.5
30472 2.75 3 3.5
30473 2.8 3 3.5
30474 2.85 3 3.5
30475 2.9 3 3.5
30476 2.95 3 3.5
30477 3 3 3.5
30478 3.05 3 3.5
30479 3.1 3 3.5
30480 3.15 3 3.5
30481 3.2 3 3.5
30482 3.25 3 3.5
30483 3.3 3 3.5
30484 3.35 3 3.5
30485 3.4 3 3.5
30486 3.45 3 3.5
30487 3.5 3 3.5
30488 3.55 3 3.5
30489 3.6 3 3.5
30490 3.65 3 3.5
30491 3.7 3 3.5
30492 3.75 3 3.5
30493 3.8 3 3.5
30494 3.85 3 3.5
30495 3.9 3 3.5
30496 3.95 3 3.5
30497 4 3 3.5
30498 4.05 3 3.5
30499 4.1 3 3.5
30500 4.15 3 3.5
30501 4.2 3 3.5
30502 4.25 3 3.5
30503 4.3 3 3.5
30504 4.35 3 3.5
30505 4.4 3 3.5
30506 4.45 3 3.5
30507 4.5 3 3.5
30508 4.55 3 3.5
30509 4.6 3 3.5
30510 4.65 3 3.5
30511 4.7 3 3.5
30512 4.75 3 3.5
30513 4.8 3 3.5
30514 4.85 3 3.5
30515 4.9 3 3.5
30516 4.95 3 3.5
30517 5 3 3.5
30518 5.05 3 3.5
30519 5.1 3 3.5
30520 5.15 3 3.5
30521 5.2 3 3.5
30522 5.25 3 3.5
30523 5.3 3 3.5
30524 5.35 3 3.5
30525 5.4 3 3.5
30526 5.45 3 3.5
30527 5.5 3 3.5
30528 5.55 3 3.5
30529 5.6 3 3.5
30530 5.65 3 3.5
30531 5.7 3 3.5
30532 5.75 3 3.5
30533 5.8 3 3.5
30534 5.85 3 3.5
30535 5.9 3 3.5
30536 5.95 3 3.5
30537 6 3 3.5
30538 0.2 4 3.5
30539 0.25 4 3.5
30540 0.3 4 3.5
30541 0.35 4 3.5
30542 0.4 4 3.5
30544 0.5 4 3.5
30545 0.55 4 3.5
30546 0.6 4 3.5
30547 0.65 4 3.5
30548 0.7 4 3.5
30549 0.75 4 3.5
30550 0.8 4 3.5
30551 0.85 4 3.5
30552 0.9 4 3.5
30553 0.95 4 3.5
30554 1 4 3.5
30555 1.05 4 3.5
30556 1.1 4 3.5
30557 1.15 4 3.5
30558 1.2 4 3.5
30559 1.25 4 3.5
30560 1.3 4 3.5
30561 1.35 4 3.5
30562 1.4 4 3.5
30563 1.45 4 3.5
30564 1.5 4 3.5
30565 1.55 4 3.5
30566 1.6 4 3.5
30567 1.65 4 3.5
30568 1.7 4 3.5
30569 1.75 4 3.5
30570 1.8 4 3.5
30571 1.85 4 3.5
30572 1.9 4 3.5
30573 1.95 4 3.5
30574 2 4 3.5
30575 2.05 4 3.5
30576 2.1 4 3.5
30577 2.15 4 3.5
30578 2.2 4 3.5
30579 2.25 4 3.5
30580 2.3 4 3.5
30581 2.35 4 3.5
30583 2.45 4 3.5
30584 2.5 4 3.5
30585 2.55 4 3.5
30586 2.6 4 3.5
30587 2.65 4 3.5
30588 2.7 4 3.5
30589 2.75 4 3.5
30590 2.8 4 3.5
30591 2.85 4 3.5
30592 2.9 4 3.5
30593 2.95 4 3.5
30594 3 4 3.5
30595 3.05 4 3.5
30596 3.1 4 3.5
30597 3.15 4 3.5
30598 3.2 4 3.5
30599 3.25 4 3.5
30600 3.3 4 3.5
30601 3.35 4 3.5
30602 3.4 4 3.5
30603 3.45 4 3.5
30604 3.5 4 3.5
30605 3.55 4 3.5
30606 3.6 4 3.5
30607 3.65 4 3.5
30608 3.7 4 3.5
30609 3.75 4 3.5
30610 3.8 4 3.5
30611 3.85 4 3.5
30612 3.9 4 3.5
30613 3.95 4 3.5
30614 4 4 3.5
30615 4.05 4 3.5
30616 4.1 4 3.5
30617 4.15 4 3.5
30618 4.2 4 3.5
30619 4.25 4 3.5
30620 4.3 4 3.5
30621 4.35 4 3.5
30622 4.4 4 3.5
30623 4.45 4 3.5
30624 4.5 4 3.5
30625 4.55 4 3.5
30626 4.6 4 3.5
30627 4.65 4 3.5
30628 4.7 4 3.5
30629 4.75 4 3.5
30630 4.8 4 3.5
30631 4.85 4 3.5
30632 4.9 4 3.5
30633 4.95 4 3.5
30634 5 4 3.5
30635 5.05 4 3.5
30636 5.1 4 3.5
30637 5.15 4 3.5
30638 5.2 4 3.5
30639 5.25 4 3.5
30640 5.3 4 3.5
30641 5.35 4 3.5
30642 5.4 4 3.5
30643 5.45 4 3.5
30644 5.5 4 3.5
30645 5.55 4 3.5
30646 5.6 4 3.5
30647 5.65 4 3.5
30648 5.7 4 3.5
30649 5.75 4 3.5
30650 5.8 4 3.5
30651 5.85 4 3.5
30652 5.9 4 3.5
30653 5.95 4 3.5
30654 6 4 3.5
30655 0.2 5 3.5
30656 0.25 5 3.5
30657 0.3 5 3.5
30658 0.35 5 3.5
30659 0.4 5 3.5
30660 0.45 5 3.5
30661 0.5 5 3.5
30662 0.55 5 3.5
30663 0.6 5 3.5
30664 0.65 5 3.5
30665 0.7 5 3.5
30666 0.75 5 3.5
30668 0.85 5 3.5
30669 0.9 5 3.5
30670 0.95 5 3.5
30671 1 5 3.5
30672 1.05 5 3.5
30673 1.1 5 3.5
30674 1.15 5 3.5
30675 1.2 5 3.5
30676 1.25 5 3.5
30677 1.3 5 3.5
30678 1.35 5 3.5
30679 1.4 5 3.5
30680 1.45 5 3.5
30681 1.5 5 3.5
30682 1.55 5 3.5
30683 1.6 5 3.5
30684 1.65 5 3.5
30685 1.7 5 3.5
30686 1.75 5 3.5
30687 1.8 5 3.5
30688 1.85 5 3.5
30689 1.9 5 3.5
30690 1.95 5 3.5
30691 2 5 3.5
30692 2.05 5 3.5
30693 2.1 5 3.5
30694 2.15 5 3.5
30695 2.2 5 3.5
30696 2.25 5 3.5
30697 2.3 5 3.5
30698 2.35 5 3.5
30699 2.4 5 3.5
30700 2.45 5 3.5
30701 2.5 5 3.5
30702 2.55 5 3.5
30703 2.6 5 3.5
30704 2.65 5 3.5
30705 2.7 5 3.5
30706 2.75 5 3.5
30707 2.8 5 3.5
30708 2.85 5 3.5
30709 2.9 5 3.5
30710 2.95 5 3.5
30711 3 5 3.5
30712 3.05 5 3.5
30713 3.1 5 3.5
30714 3.15 5 3.5
30715 3.2 5 3.5
30716 3.25 5 3.5
30717 3.3 5 3.5
30718 3.35 5 3.5
30719 3.4 5 3.5
30720 3.45 5 3.5
30721 3.5 5 3.5
30722 3.55 5 3.5
30723 3.6 5 3.5
30724 3.65 5 3.5
30725 3.7 5 3.5
30726 3.75 5 3.5
30727 3.8 5 3.5
30728 3.85 5 3.5
30729 3.9 5 3.5
30730 3.95 5 3.5
30731 4 5 3.5
30732 4.05 5 3.5
30733 4.1 5 3.5
30734 4.15 5 3.5
30735 4.2 5 3.5
30736 4.25 5 3.5
30737 4.3 5 3.5
30738 4.35 5 3.5
30739 4.4 5 3.5
30740 4.45 5 3.5
30741 4.5 5 3.5
30742 4.55 5 3.5
30743 4.6 5 3.5
30744 4.65 5 3.5
30745 4.7 5 3.5
30746 4.75 5 3.5
30747 4.8 5 3.5
30748 4.85 5 3.5
30749 4.9 5 3.5
30750 4.95 5 3.5
30751 5 5 3.5
30752 5.05 5 3.5
30753 5.1 5 3.5
30754 5.15 5 3.5
30755 5.2 5 3.5
30756 5.25 5 3.5
30757 5.3 5 3.5
30758 5.35 5 3.5
30759 5.4 5 3.5
30760 5.45 5 3.5
30761 5.5 5 3.5
30762 5.55 5 3.5
30763 5.6 5 3.5
30764 5.65 5 3.5
30765 5.7 5 3.5
30766 5.75 5 3.5
30767 5.8 5 3.5
30768 5.85 5 3.5
30769 5.9 5 3.5
30770 5.95 5 3.5
30771 6 5 3.5
30772 0.2 6 3.5
30773 0.25 6 3.5
30774 0.3 6 3.5
30775 0.35 6 3.5
30776 0.4 6 3.5
30777 0.45 6 3.5
30778 0.5 6 3.5
30779 0.55 6 3.5
30780 0.6 6 3.5
30781 0.65 6 3.5
30782 0.7 6 3.5
30783 0.75 6 3.5
30784 0.8 6 3.5
30785 0.85 6 3.5
30786 0.9 6 3.5
30787 0.95 6 3.5
30788 1 6 3.5
30789 1.05 6 3.5
30790 1.1 6 3.5
30791 1.15 6 3.5
30792 1.2 6 3.5
30793 1.25 6 3.5
30794 1.3 6 3.5
30795 1.35 6 3.5
30796 1.4 6 3.5
30798 1.5 6 3.5
30799 1.55 6 3.5
30800 1.6 6 3.5
30801 1.65 6 3.5
30802 1.7 6 3.5
30803 1.75 6 3.5
30804 1.8 6 3.5
30805 1.85 6 3.5
30807 1.95 6 3.5
30808 2 6 3.5
30809 2.05 6 3.5
30810 2.1 6 3.5
30811 2.15 6 3.5
30812 2.2 6 3.5
30813 2.25 6 3.5
30814 2.3 6 3.5
30815 2.35 6 3.5
30816 2.4 6 3.5
30817 2.45 6 3.5
30818 2.5 6 3.5
30819 2.55 6 3.5
30820 2.6 6 3.5
30821 2.65 6 3.5
30822 2.7 6 3.5
30823 2.75 6 3.5
30824 2.8 6 3.5
30825 2.85 6 3.5
30826 2.9 6 3.5
30827 2.95 6 3.5
30828 3 6 3.5
30829 3.05 6 3.5
30830 3.1 6 3.5
30831 3.15 6 3.5
30832 3.2 6 3.5
30833 3.25 6 3.5
30834 3.3 6 3.5
30835 3.35 6 3.5
30836 3.4 6 3.5
30837 3.45 6 3.5
30838 3.5 6 3.5
30839 3.55 6 3.5
30840 3.6 6 3.5
30841 3.65 6 3.5
30842 3.7 6 3.5
30843 3.75 6 3.5
30844 3.8 6 3.5
30845 3.85 6 3.5
30846 3.9 6 3.5
30847 3.95 6 3.5
30848 4 6 3.5
30849 4.05 6 3.5
30850 4.1 6 3.5
30851 4.15 6 3.5
30852 4.2 6 3.5
30853 4.25 6 3.5
30854 4.3 6 3.5
30855 4.35 6 3.5
30856 4.4 6 3.5
30857 4.45 6 3.5
30858 4.5 6 3.5
30859 4.55 6 3.5
30860 4.6 6 3.5
30861 4.65 6 3.5
30862 4.7 6 3.5
30863 4.75 6 3.5
30864 4.8 6 3.5
30865 4.85 6 3.5
30866 4.9 6 3.5
30867 4.95 6 3.5
30868 5 6 3.5
30869 5.05 6 3.5
30870 5.1 6 3.5
30871 5.15 6 3.5
30872 5.2 6 3.5
30873 5.25 6 3.5
30874 5.3 6 3.5
30875 5.35 6 3.5
30876 5.4 6 3.5
30877 5.45 6 3.5
30878 5.5 6 3.5
30879 5.55 6 3.5
30880 5.6 6 3.5
30881 5.65 6 3.5
30882 5.7 6 3.5
30883 5.75 6 3.5
30884 5.8 6 3.5
30885 5.85 6 3.5
30886 5.9 6 3.5
30887 5.95 6 3.5
30888 6 6 3.5
30889 0.2 7 3.5
30890 0.25 7 3.5
30891 0.3 7 3.5
30892 0.35 7 3.5
30893 0.4 7 3.5
30894 0.45 7 3.5
30895 0.5 7 3.5
30896 0.55 7 3.5
30897 0.6 7 3.5
30898 0.65 7 3.5
30899 0.7 7 3.5
30900 0.75 7 3.5
30901 0.8 7 3.5
30902 0.85 7 3.5
30904 0.95 7 3.5
30905 1 7 3.5
30906 1.05 7 3.5
30907 1.1 7 3.5
30908 1.15 7 3.5
30909 1.2 7 3.5
30910 1.25 7 3.5
30911 1.3 7 3.5
30912 1.35 7 3.5
30913 1.4 7 3.5
30914 1.45 7 3.5
30915 1.5 7 3.5
30916 1.55 7 3.5
30917 1.6 7 3.5
30918 1.65 7 3.5
30919 1.7 7 3.5
30920 1.75 7 3.5
30921 1.8 7 3.5
30922 1.85 7 3.5
30923 1.9 7 3.5
30924 1.95 7 3.5
30925 2 7 3.5
30926 2.05 7 3.5
30927 2.1 7 3.5
30928 2.15 7 3.5
30929 2.2 7 3.5
30930 2.25 7 3.5
30931 2.3 7 3.5
30932 2.35 7 3.5
30933 2.4 7 3.5
30934 2.45 7 3.5
30935 2.5 7 3.5
30936 2.55 7 3.5
30937 2.6 7 3.5
30938 2.65 7 3.5
30939 2.7 7 3.5
30940 2.75 7 3.5
30941 2.8 7 3.5
30942 2.85 7 3.5
30943 2.9 7 3.5
30944 2.95 7 3.5
30945 3 7 3.5
30946 3.05 7 3.5
30947 3.1 7 3.5
30948 3.15 7 3.5
30949 3.2 7 3.5
30950 3.25 7 3.5
30951 3.3 7 3.5
30952 3.35 7 3.5
30953 3.4 7 3.5
30954 3.45 7 3.5
30955 3.5 7 3.5
30956 3.55 7 3.5
30957 3.6 7 3.5
30958 3.65 7 3.5
30959 3.7 7 3.5
30960 3.75 7 3.5
30961 3.8 7 3.5
30962 3.85 7 3.5
30963 3.9 7 3.5
30964 3.95 7 3.5
30965 4 7 3.5
30966 4.05 7 3.5
30967 4.1 7 3.5
30968 4.15 7 3.5
30969 4.2 7 3.5
30970 4.25 7 3.5
30971 4.3 7 3.5
30972 4.35 7 3.5
30973 4.4 7 3.5
30974 4.45 7 3.5
30975 4.5 7 3.5
30976 4.55 7 3.5
30977 4.6 7 3.5
30978 4.65 7 3.5
30979 4.7 7 3.5
30980 4.75 7 3.5
30981 4.8 7 3.5
30982 4.85 7 3.5
30983 4.9 7 3.5
30984 4.95 7 3.5
30985 5 7 3.5
30986 5.05 7 3.5
30987 5.1 7 3.5
30988 5.15 7 3.5
30989 5.2 7 3.5
30990 5.25 7 3.5
30991 5.3 7 3.5
30992 5.35 7 3.5
30993 5.4 7 3.5
30994 5.45 7 3.5
30995 5.5 7 3.5
30996 5.55 7 3.5
30997 5.6 7 3.5
30998 5.65 7 3.5
30999 5.7 7 3.5
31000 5.75 7 3.5
31001 5.8 7 3.5
31002 5.85 7 3.5
31003 5.9 7 3.5
31004 5.95 7 3.5
31005 6 7 3.5
31006 0.2 8 3.5
31007 0.25 8 3.5
31008 0.3 8 3.5
31009 0.35 8 3.5
31010 0.4 8 3.5
31011 0.45 8 3.5
31013 0.55 8 3.5
31014 0.6 8 3.5
31015 0.65 8 3.5
31016 0.7 8 3.5
31017 0.75 8 3.5
31018 0.8 8 3.5
31019 0.85 8 3.5
31020 0.9 8 3.5
31022 1 8 3.5
31023 1.05 8 3.5
31024 1.1 8 3.5
31025 1.15 8 3.5
31026 1.2 8 3.5
31027 1.25 8 3.5
31028 1.3 8 3.5
31029 1.35 8 3.5
31030 1.4 8 3.5
31031 1.45 8 3.5
31032 1.5 8 3.5
31033 1.55 8 3.5
31034 1.6 8 3.5
31035 1.65 8 3.5
31036 1.7 8 3.5
31037 1.75 8 3.5
31038 1.8 8 3.5
31039 1.85 8 3.5
31040 1.9 8 3.5
31041 1.95 8 3.5
31042 2 8 3.5
31043 2.05 8 3.5
31044 2.1 8 3.5
31045 2.15 8 3.5
31046 2.2 8 3.5
31047 2.25 8 3.5
31048 2.3 8 3.5
31049 2.35 8 3.5
31050 2.4 8 3.5
31051 2.45 8 3.5
31052 2.5 8 3.5
31053 2.55 8 3.5
31054 2.6 8 3.5
31055 2.65 8 3.5
31056 2.7 8 3.5
31057 2.75 8 3.5
31058 2.8 8 3.5
31059 2.85 8 3.5
31060 2.9 8 3.5
31061 2.95 8 3.5
31062 3 8 3.5
31063 3.05 8 3.5
31064 3.1 8 3.5
31065 3.15 8 3.5
31066 3.2 8 3.5
31067 3.25 8 3.5
31068 3.3 8 3.5
31069 3.35 8 3.5
31070 3.4 8 3.5
31071 3.45 8 3.5
31072 3.5 8 3.5
31073 3.55 8 3.5
31074 3.6 8 3.5
31075 3.65 8 3.5
31076 3.7 8 3.5
31077 3.75 8 3.5
31078 3.8 8 3.5
31079 3.85 8 3.5
31080 3.9 8 3.5
31081 3.95 8 3.5
31082 4 8 3.5
31083 4.05 8 3.5
31084 4.1 8 3.5
31085 4.15 8 3.5
31086 4.2 8 3.5
31087 4.25 8 3.5
31088 4.3 8 3.5
31089 4.35 8 3.5
31090 4.4 8 3.5
31091 4.45 8 3.5
31092 4.5 8 3.5
31093 4.55 8 3.5
31094 4.6 8 3.5
31095 4.65 8 3.5
31096 4.7 8 3.5
31097 4.75 8 3.5
31098 4.8 8 3.5
31099 4.85 8 3.5
31100 4.9 8 3.5
31101 4.95 8 3.5
31102 5 8 3.5
31103 5.05 8 3.5
31104 5.1 8 3.5
31105 5.15 8 3.5
31106 5.2 8 3.5
31107 5.25 8 3.5
31108 5.3 8 3.5
31109 5.35 8 3.5
31110 5.4 8 3.5
31111 5.45 8 3.5
31112 5.5 8 3.5
31113 5.55 8 3.5
31114 5.6 8 3.5
31115 5.65 8 3.5
31116 5.7 8 3.5
31117 5.75 8 3.5
31118 5.8 8 3.5
31119 5.85 8 3.5
31120 5.9 8 3.5
31121 5.95 8 3.5
31122 6 8 3.5
31123 0.2 9 3.5
31124 0.25 9 3.5
31125 0.3 9 3.5
31126 0.35 9 3.5
31127 0.4 9 3.5
31128 0.45 9 3.5
31129 0.5 9 3.5
31130 0.55 9 3.5
31131 0.6 9 3.5
31132 0.65 9 3.5
31133 0.7 9 3.5
31134 0.75 9 3.5
31135 0.8 9 3.5
31136 0.85 9 3.5
31137 0.9 9 3.5
31138 0.95 9 3.5
31139 1 9 3.5
31140 1.05 9 3.5
31141 1.1 9 3.5
31142 1.15 9 3.5
31143 1.2 9 3.5
31144 1.25 9 3.5
31145 1.3 9 3.5
31146 1.35 9 3.5
31147 1.4 9 3.5
31148 1.45 9 3.5
31149 1.5 9 3.5
31150 1.55 9 3.5
31151 1.6 9 3.5
31152 1.65 9 3.5
31153 1.7 9 3.5
31154 1.75 9 3.5
31155 1.8 9 3.5
31156 1.85 9 3.5
31157 1.9 9 3.5
31158 1.95 9 3.5
31159 2 9 3.5
31160 2.05 9 3.5
31161 2.1 9 3.5
31162 2.15 9 3.5
31163 2.2 9 3.5
31164 2.25 9 3.5
31165 2.3 9 3.5
31166 2.35 9 3.5
31167 2.4 9 3.5
31168 2.45 9 3.5
31169 2.5 9 3.5
31170 2.55 9 3.5
31171 2.6 9 3.5
31172 2.65 9 3.5
31173 2.7 9 3.5
31174 2.75 9 3.5
31175 2.8 9 3.5
31176 2.85 9 3.5
31177 2.9 9 3.5
31178 2.95 9 3.5
31179 3 9 3.5
31180 3.05 9 3.5
31181 3.1 9 3.5
31182 3.15 9 3.5
31183 3.2 9 3.5
31184 3.25 9 3.5
31185 3.3 9 3.5
31186 3.35 9 3.5
31187 3.4 9 3.5
31188 3.45 9 3.5
31189 3.5 9 3.5
31190 3.55 9 3.5
31191 3.6 9 3.5
31192 3.65 9 3.5
31193 3.7 9 3.5
31194 3.75 9 3.5
31195 3.8 9 3.5
31196 3.85 9 3.5
31197 3.9 9 3.5
31198 3.95 9 3.5
31199 4 9 3.5
31200 4.05 9 3.5
31201 4.1 9 3.5
31202 4.15 9 3.5
31203 4.2 9 3.5
31204 4.25 9 3.5
31205 4.3 9 3.5
31206 4.35 9 3.5
31207 4.4 9 3.5
31208 4.45 9 3.5
31209 4.5 9 3.5
31210 4.55 9 3.5
31211 4.6 9 3.5
31212 4.65 9 3.5
31213 4.7 9 3.5
31214 4.75 9 3.5
31215 4.8 9 3.5
31216 4.85 9 3.5
31217 4.9 9 3.5
31218 4.95 9 3.5
31219 5 9 3.5
31220 5.05 9 3.5
31221 5.1 9 3.5
31222 5.15 9 3.5
31223 5.2 9 3.5
31224 5.25 9 3.5
31225 5.3 9 3.5
31226 5.35 9 3.5
31227 5.4 9 3.5
31228 5.45 9 3.5
31229 5.5 9 3.5
31230 5.55 9 3.5
31231 5.6 9 3.5
31232 5.65 9 3.5
31233 5.7 9 3.5
31234 5.75 9 3.5
31235 5.8 9 3.5
31236 5.85 9 3.5
31237 5.9 9 3.5
31238 5.95 9 3.5
31239 6 9 3.5
31240 0.2 10 3.5
31242 0.3 10 3.5
31243 0.35 10 3.5
31244 0.4 10 3.5
31245 0.45 10 3.5
31246 0.5 10 3.5
31247 0.55 10 3.5
31248 0.6 10 3.5
31249 0.65 10 3.5
31250 0.7 10 3.5
31251 0.75 10 3.5
31252 0.8 10 3.5
31253 0.85 10 3.5
31254 0.9 10 3.5
31255 0.95 10 3.5
31257 1.05 10 3.5
31258 1.1 10 3.5
31259 1.15 10 3.5
31260 1.2 10 3.5
31261 1.25 10 3.5
31262 1.3 10 3.5
31263 1.35 10 3.5
31264 1.4 10 3.5
31265 1.45 10 3.5
31266 1.5 10 3.5
31267 1.55 10 3.5
31268 1.6 10 3.5
31269 1.65 10 3.5
31270 1.7 10 3.5
31271 1.75 10 3.5
31272 1.8 10 3.5
31273 1.85 10 3.5
31274 1.9 10 3.5
31276 2 10 3.5
31277 2.05 10 3.5
31278 2.1 10 3.5
31279 2.15 10 3.5
31280 2.2 10 3.5
31281 2.25 10 3.5
31282 2.3 10 3.5
31283 2.35 10 3.5
31284 2.4 10 3.5
31285 2.45 10 3.5
31286 2.5 10 3.5
31287 2.55 10 3.5
31288 2.6 10 3.5
31289 2.65 10 3.5
31290 2.7 10 3.5
31291 2.75 10 3.5
31292 2.8 10 3.5
31293 2.85 10 3.5
31294 2.9 10 3.5
31295 2.95 10 3.5
31296 3 10 3.5
31297 3.05 10 3.5
31298 3.1 10 3.5
31299 3.15 10 3.5
31300 3.2 10 3.5
31301 3.25 10 3.5
31302 3.3 10 3.5
31303 3.35 10 3.5
31304 3.4 10 3.5
31305 3.45 10 3.5
31306 3.5 10 3.5
31307 3.55 10 3.5
31309 3.65 10 3.5
31310 3.7 10 3.5
31311 3.75 10 3.5
31312 3.8 10 3.5
31313 3.85 10 3.5
31314 3.9 10 3.5
31315 3.95 10 3.5
31316 4 10 3.5
31317 4.05 10 3.5
31318 4.1 10 3.5
31319 4.15 10 3.5
31320 4.2 10 3.5
31321 4.25 10 3.5
31322 4.3 10 3.5
31323 4.35 10 3.5
31324 4.4 10 3.5
31325 4.45 10 3.5
31326 4.5 10 3.5
31327 4.55 10 3.5
31328 4.6 10 3.5
31329 4.65 10 3.5
31330 4.7 10 3.5
31331 4.75 10 3.5
31332 4.8 10 3.5
31333 4.85 10 3.5
31334 4.9 10 3.5
31335 4.95 10 3.5
31336 5 10 3.5
31337 5.05 10 3.5
31338 5.1 10 3.5
31339 5.15 10 3.5
31340 5.2 10 3.5
31341 5.25 10 3.5
31342 5.3 10 3.5
31343 5.35 10 3.5
31344 5.4 10 3.5
31345 5.45 10 3.5
31346 5.5 10 3.5
31347 5.55 10 3.5
31348 5.6 10 3.5
31349 5.65 10 3.5
31350 5.7 10 3.5
31351 5.75 10 3.5
